Tuned_Buffer,Capacity,Simulation_run,Buffer1,Buffer2,Buffer3,Buffer4,Buffer5,Total_Buffer_Capacity,Throughput,Objective
5,47,7,5,5,5,5,47,67,11.525,4.825
5,47,8,5,5,5,5,47,67,11.35,4.6499999999999995
5,47,9,5,5,5,5,47,67,11.375,4.675
5,47,10,5,5,5,5,47,67,11.025,4.325
5,48,1,5,5,5,5,48,68,11.25,4.449999999999999
5,48,2,5,5,5,5,48,68,11.3,4.5
5,48,3,5,5,5,5,48,68,11.325,4.524999999999999
5,48,4,5,5,5,5,48,68,11.225,4.424999999999999
5,48,5,5,5,5,5,48,68,11.5,4.699999999999999
5,48,6,5,5,5,5,48,68,11.6,4.799999999999999
5,48,7,5,5,5,5,48,68,11.4,4.6
5,48,8,5,5,5,5,48,68,11.25,4.449999999999999
5,48,9,5,5,5,5,48,68,11.225,4.424999999999999
5,48,10,5,5,5,5,48,68,11.425,4.625
5,49,1,5,5,5,5,49,69,11.375,4.475
5,49,2,5,5,5,5,49,69,11.125,4.225
5,49,3,5,5,5,5,49,69,11.35,4.449999999999999
5,49,4,5,5,5,5,49,69,11.425,4.525
5,49,5,5,5,5,5,49,69,11.5,4.6
5,49,6,5,5,5,5,49,69,11.275,4.375
5,49,7,5,5,5,5,49,69,11.125,4.225
5,49,8,5,5,5,5,49,69,11.275,4.375
5,49,9,5,5,5,5,49,69,11.325,4.424999999999999
5,49,10,5,5,5,5,49,69,11.25,4.35
5,50,1,5,5,5,5,50,70,11.25,4.25
5,50,2,5,5,5,5,50,70,11.45,4.449999999999999
5,50,3,5,5,5,5,50,70,11.425,4.425000000000001
5,50,4,5,5,5,5,50,70,11.725,4.725
5,50,5,5,5,5,5,50,70,11.5,4.5
5,50,6,5,5,5,5,50,70,11.25,4.25
5,50,7,5,5,5,5,50,70,11.225,4.225
5,50,8,5,5,5,5,50,70,11.4,4.4
5,50,9,5,5,5,5,50,70,11.25,4.25
5,50,10,5,5,5,5,50,70,11.4,4.4
